Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2020-08-21,01001,SK Flensburg,7,7.820879513764748
2020-08-21,01002,SK Kiel,37,14.946596215683423
2020-08-21,01003,SK Lübeck,13,5.985322148454405
2020-08-21,01004,SK Neumünster,1,1.2580673569262897
2020-08-21,01051,LK Dithmarschen,8,6.005555138503115
2020-08-21,01053,LK Herzogtum Lauenburg,2,1.0138697380160597
2020-08-21,01054,LK Nordfriesland,3,1.812612155377114
2020-08-21,01055,LK Ostholstein,3,1.4956551218709648
2020-08-21,01056,LK Pinneberg,16,5.089204207499578
2020-08-21,01057,LK Plön,2,1.554641771669763
2020-08-21,01058,LK Rendsburg-Eckernförde,2,0.7332050224544038
2020-08-21,01059,LK Schleswig-Flensburg,3,1.4998125234345707
2020-08-21,01060,LK Segeberg,11,3.985045212149316
2020-08-21,01061,LK Steinburg,1,0.7613420938430265
2020-08-21,01062,LK Stormarn,20,8.223819470714979
2020-08-21,02000,SK Hamburg,126,6.8434410777007555
2020-08-21,03101,SK Braunschweig,10,4.027515989238477
2020-08-21,03102,SK Salzgitter,20,19.057056828143462
2020-08-21,03103,SK Wolfsburg,17,13.693002875530603
2020-08-21,03151,LK Gifhorn,8,4.547521600727603
2020-08-21,03153,LK Goslar,3,2.1895572715196985
2020-08-21,03154,LK Helmstedt,4,4.380825128412937
2020-08-21,03155,LK Northeim,4,3.0128422400482053
2020-08-21,03157,LK Peine,6,4.478781771358191
2020-08-21,03158,LK Wolfenbüttel,8,6.668889629876626
2020-08-21,03159,LK Göttingen,22,6.7058041783256215
2020-08-21,03241,Region Hannover,122,10.538827805919711
2020-08-21,03251,LK Diepholz,13,5.993932296229356
2020-08-21,03252,LK Hameln-Pyrmont,1,0.6731332332608594
2020-08-21,03254,LK Hildesheim,8,2.8923259362097515
2020-08-21,03255,LK Holzminden,5,7.044734061289186
2020-08-21,03256,LK Nienburg (Weser),7,5.7667276292158896
2020-08-21,03257,LK Schaumburg,24,15.210956959329705
2020-08-21,03351,LK Celle,2,1.1177180667948317
2020-08-21,03352,LK Cuxhaven,4,2.018031107949529
2020-08-21,03353,LK Harburg,0,0.0
2020-08-21,03354,LK Lüchow-Dannenberg,6,12.390550140426235
2020-08-21,03355,LK Lüneburg,11,5.998734812294134
2020-08-21,03356,LK Osterholz,4,3.523701295841151
2020-08-21,03357,LK Rotenburg (Wümme),32,19.57725367838243
2020-08-21,03358,LK Heidekreis,6,4.293227433723302
2020-08-21,03359,LK Stade,19,9.3549054169826
2020-08-21,03360,LK Uelzen,7,7.561681718014086
2020-08-21,03361,LK Verden,1,0.7310369027428505
2020-08-21,03401,SK Delmenhorst,4,5.154174236860077
2020-08-21,03402,SK Emden,4,7.9689212072915625
2020-08-21,03403,SK Oldenburg,11,6.539444741691932
2020-08-21,03404,SK Osnabrück,21,12.7467404763639
2020-08-21,03405,SK Wilhelmshaven,0,0.0
2020-08-21,03451,LK Ammerland,5,4.029950592805732
2020-08-21,03452,LK Aurich,8,4.213897433736463
2020-08-21,03453,LK Cloppenburg,20,11.810000708600043
2020-08-21,03454,LK Emsland,18,5.527287913356691
2020-08-21,03455,LK Friesland,4,4.062563477554336
2020-08-21,03456,LK Grafschaft Bentheim,4,2.9301667997450758
2020-08-21,03457,LK Leer,11,6.477866308617329
2020-08-21,03458,LK Oldenburg,3,2.305138923039095
2020-08-21,03459,LK Osnabrück,12,3.358118110610814
2020-08-21,03460,LK Vechta,28,19.77429059732482
2020-08-21,03461,LK Wesermarsch,14,15.797075284347354
2020-08-21,03462,LK Wittmund,4,7.032101543546289
2020-08-21,04011,SK Bremen,52,9.133190012505445
2020-08-21,04012,SK Bremerhaven,5,4.400091521903655
2020-08-21,05111,SK Düsseldorf,107,17.27773884455525
2020-08-21,05112,SK Duisburg,126,25.271264967207525
2020-08-21,05113,SK Essen,107,18.349913995496554
2020-08-21,05114,SK Krefeld,12,5.2858778962205974
2020-08-21,05116,SK Mönchengladbach,26,9.944387922923344
2020-08-21,05117,SK Mülheim a.d.Ruhr,16,9.363295880149813
2020-08-21,05119,SK Oberhausen,22,10.434997082943998
2020-08-21,05120,SK Remscheid,8,7.207596807034614
2020-08-21,05122,SK Solingen,5,3.1375502008032123
2020-08-21,05124,SK Wuppertal,72,20.317058992838238
2020-08-21,05154,LK Kleve,27,8.68239788535376
2020-08-21,05158,LK Mettmann,75,15.44213933339373
2020-08-21,05162,LK Rhein-Kreis Neuss,65,14.412193158864497
2020-08-21,05166,LK Viersen,12,4.014250589593055
2020-08-21,05170,LK Wesel,41,8.916745866218363
2020-08-21,05314,SK Bonn,37,11.306064328450336
2020-08-21,05315,SK Köln,131,12.066348336133464
2020-08-21,05316,SK Leverkusen,27,16.47969335563178
2020-08-21,05334,StädteRegion Aachen,61,10.98179003177518
2020-08-21,05358,LK Düren,22,8.34211783620631
2020-08-21,05362,LK Rhein-Erft-Kreis,65,13.827168897804457
2020-08-21,05366,LK Euskirchen,11,5.704210744658784
